iso_code,country,population,year,co2,co2_per_capita,co2_per_gdp,co2_growth_prct,consumption_co2,consumption_co2_per_capita,share_global_co2
NPL,Nepal,27041000.0,2011,5.222,0.193,0.08800000000000001,8.231,10.25,0.379,0.015
NPL,Nepal,26989000.0,2012,5.47,0.203,0.084,4.755,10.193999999999999,0.37799999999999995,0.016
NLD,Netherlands,16507000.0,2007,172.58700000000002,10.455,0.222,-0.057999999999999996,181.077,10.97,0.552
NLD,Netherlands,16568000.0,2008,175.482,10.592,0.225,1.6769999999999998,183.59400000000002,11.081,0.5489999999999999
NLD,Netherlands,16626000.0,2009,170.168,10.235,0.22699999999999998,-3.028,177.458,10.674000000000001,0.541
NLD,Netherlands,16683000.0,2010,182.118,10.915999999999999,0.247,7.023,184.185,11.04,0.55
NLD,Netherlands,16738000.0,2011,169.06599999999997,10.101,0.22699999999999998,-7.167000000000001,168.05900000000003,10.041,0.494
NLD,Netherlands,16792000.0,2012,165.827,9.875,0.218,-1.916,165.075,9.831,0.47700000000000004
NCL,New Caledonia,243000.0,2007,2.928,12.049000000000001,,8.205,,,0.009000000000000001
NCL,New Caledonia,247000.0,2008,2.8489999999999998,11.534,,-2.699,,,0.009000000000000001
NCL,New Caledonia,250000.0,2009,2.9330000000000003,11.732999999999999,,2.957,,,0.009000000000000001
NCL,New Caledonia,254000.0,2010,3.557,14.005,,21.272,,,0.011000000000000001
NCL,New Caledonia,257000.0,2011,3.54,13.775,,-0.48100000000000004,,,0.01
NCL,New Caledonia,261000.0,2012,3.638,13.937999999999999,,2.762,,,0.01
NZL,New Zealand,4233000.0,2007,36.56,8.637,0.302,-2.419,40.523,9.573,0.11699999999999999
NZL,New Zealand,4278000.0,2008,37.592,8.787,0.308,2.824,41.006,9.585,0.11800000000000001
NZL,New Zealand,4323000.0,2009,34.762,8.041,0.27399999999999997,-7.528,36.39,8.418,0.11
NZL,New Zealand,4370000.0,2010,34.958,7.999,0.263,0.562,36.766999999999996,8.414,0.106
NZL,New Zealand,4419000.0,2011,34.25,7.751,0.248,-2.026,37.849000000000004,8.565,0.1
NZL,New Zealand,4468000.0,2012,36.0,8.057,0.261,5.112,39.256,8.786,0.10400000000000001
NIC,Nicaragua,5590000.0,2007,4.55,0.8140000000000001,0.237,3.002,6.01,1.075,0.015
NIC,Nicaragua,5667000.0,2008,4.365,0.77,0.215,-4.07,5.615,0.991,0.013999999999999999
NIC,Nicaragua,5746000.0,2009,4.445,0.774,0.215,1.8230000000000002,5.542999999999999,0.965,0.013999999999999999
NIC,Nicaragua,5824000.0,2010,4.468999999999999,0.767,0.204,0.5429999999999999,5.91,1.015,0.013000000000000001
NIC,Nicaragua,5903000.0,2011,4.805,0.8140000000000001,0.20199999999999999,7.526,6.212000000000001,1.052,0.013999999999999999
NIC,Nicaragua,5983000.0,2012,4.545,0.76,0.188,-5.414,6.38,1.0659999999999998,0.013000000000000001
NER,Niger,14685000.0,2007,0.7170000000000001,0.049,0.073,4.462,,,0.002
NER,Niger,15251000.0,2008,0.8029999999999999,0.053,0.075,12.017999999999999,,,0.003
NER,Niger,15843000.0,2009,0.9620000000000001,0.061,0.086,19.83,,,0.003
NER,Niger,16464000.0,2010,1.169,0.071,0.08900000000000001,21.497,,,0.004
NER,Niger,17115000.0,2011,1.3219999999999998,0.077,0.105,13.103,,,0.004
NER,Niger,17795000.0,2012,1.754,0.099,0.127,32.63,,,0.005
NGA,Nigeria,146340000.0,2007,94.26899999999999,0.644,0.154,-3.62,86.355,0.59,0.301
NGA,Nigeria,150270000.0,2008,94.772,0.631,0.14800000000000002,0.5329999999999999,88.48200000000001,0.589,0.297
NGA,Nigeria,154324992.0,2009,74.885,0.485,0.105,-20.984,81.081,0.525,0.23800000000000002
NGA,Nigeria,158503008.0,2010,112.314,0.7090000000000001,0.138,49.982,94.15899999999999,0.594,0.33899999999999997
NGA,Nigeria,162804992.0,2011,129.56799999999998,0.7959999999999999,0.154,15.363,99.37799999999999,0.61,0.379
NGA,Nigeria,167228992.0,2012,116.331,0.696,0.129,-10.217,83.58200000000001,0.5,0.335
NIU,Niue,2000.0,2007,0.004,1.8319999999999999,,,,,0.0
NIU,Niue,2000.0,2008,0.006999999999999999,3.6639999999999997,,100.0,,,0.0
NIU,Niue,2000.0,2009,0.004,1.8319999999999999,,-50.0,,,0.0
NIU,Niue,2000.0,2010,0.004,1.8319999999999999,,,,,0.0
NIU,Niue,2000.0,2011,0.006999999999999999,3.6639999999999997,,100.0,,,0.0
NIU,Niue,2000.0,2012,0.006999999999999999,3.6639999999999997,,,,,0.0
,North America,333668000.0,2007,7364.799,14.071,0.389,1.511,,,23.534000000000002
,North America,336952992.0,2008,7161.331,13.529000000000002,0.377,-2.763,,,22.416999999999998
,North America,340182016.0,2009,6668.865,12.46,0.363,-6.877000000000001,,,21.195
,North America,343287008.0,2010,6886.206999999999,12.73,0.363,3.259,,,20.784000000000002
,North America,346251008.0,2011,6782.77,12.411,0.35,-1.5019999999999998,,,19.827
,North America,349092992.0,2012,6598.315,11.954,0.33299999999999996,-2.719,,,18.982
,North America (excl. USA),,2007,1236.369,5.5489999999999995,0.348,2.681,,,3.951
,North America (excl. USA),,2008,1230.7910000000002,5.45,0.33399999999999996,-0.451,,,3.853
,North America (excl. USA),,2009,1177.829,5.146,0.341,-4.303,,,3.7430000000000003
,North America (excl. USA),,2010,1188.151,5.122999999999999,0.325,0.8759999999999999,,,3.5860000000000003
,North America (excl. USA),,2011,1217.476,5.182,0.313,2.468,,,3.5589999999999997
,North America (excl. USA),,2012,1230.747,5.172999999999999,0.314,1.09,,,3.5410000000000004
PRK,North Korea,24188000.0,2007,63.479,2.6239999999999997,1.5490000000000002,-16.664,,,0.203
PRK,North Korea,24310000.0,2008,70.328,2.8930000000000002,1.6640000000000001,10.789000000000001,,,0.22
PRK,North Korea,24428000.0,2009,53.565,2.193,1.2790000000000001,-23.835,,,0.17
PRK,North Korea,24549000.0,2010,50.023999999999994,2.0380000000000003,1.2,-6.612,,,0.151
PRK,North Korea,24673000.0,2011,36.184,1.4669999999999999,0.861,-27.665,,,0.106
PRK,North Korea,24801000.0,2012,37.566,1.515,0.883,3.818,,,0.10800000000000001
MKD,North Macedonia,2065000.0,2007,9.384,4.544,0.466,-13.392000000000001,,,0.03
MKD,North Macedonia,2067000.0,2008,9.296,4.497,0.42,-0.937,,,0.028999999999999998
MKD,North Macedonia,2069000.0,2009,8.592,4.1530000000000005,0.364,-7.568,,,0.027000000000000003
MKD,North Macedonia,2071000.0,2010,8.5,4.105,0.353,-1.0659999999999998,,,0.026000000000000002
MKD,North Macedonia,2072000.0,2011,9.197000000000001,4.439,0.391,8.19,,,0.027000000000000003
MKD,North Macedonia,2074000.0,2012,8.735,4.212,0.35700000000000004,-5.02,,,0.025
NOR,Norway,4719000.0,2007,46.231,9.797,0.131,3.926,53.2,11.273,0.14800000000000002
NOR,Norway,4771000.0,2008,45.378,9.511000000000001,0.11599999999999999,-1.8459999999999999,50.693999999999996,10.625,0.142
NOR,Norway,4827000.0,2009,43.89,9.093,0.129,-3.278,48.896,10.13,0.139
NOR,Norway,4886000.0,2010,46.232,9.462,0.13,5.335,51.096000000000004,10.458,0.14
NOR,Norway,4948000.0,2011,45.513000000000005,9.198,0.114,-1.554,51.263999999999996,10.36,0.133
NOR,Norway,5014000.0,2012,45.038000000000004,8.982999999999999,0.11,-1.044,50.07899999999999,9.988,0.13
,Oceania,34901000.0,2007,448.584,12.992,0.449,1.8840000000000001,,,1.433
,Oceania,35561000.0,2008,452.537,12.86,0.429,0.8809999999999999,,,1.4169999999999998
,Oceania,36225000.0,2009,453.06800000000004,12.636,0.43,0.11699999999999999,,,1.44
,Oceania,36873000.0,2010,451.95,12.38,0.401,-0.247,,,1.364
,Oceania,37498000.0,2011,450.336,12.128,0.386,-0.35700000000000004,,,1.3159999999999998
,Oceania,38105000.0,2012,454.209,12.037,0.392,0.86,,,1.307
OMN,Oman,2657000.0,2007,43.97,16.549,0.40299999999999997,12.610999999999999,39.661,14.927,0.141
OMN,Oman,2751000.0,2008,42.111000000000004,15.307,0.321,-4.229,41.045,14.92,0.132
OMN,Oman,2876000.0,2009,40.515,14.087,0.36200000000000004,-3.79,42.641999999999996,14.827,0.129
OMN,Oman,3041000.0,2010,46.75,15.373,0.374,15.390999999999998,39.743,13.069,0.141
OMN,Oman,3251000.0,2011,53.263000000000005,16.384,0.38,13.932,42.528,13.082,0.156
OMN,Oman,3498000.0,2012,58.691,16.778,0.381,10.19,54.641000000000005,15.620999999999999,0.16899999999999998
PAK,Pakistan,167808000.0,2007,155.844,0.929,0.259,8.431000000000001,163.864,0.976,0.498
PAK,Pakistan,171648992.0,2008,155.356,0.905,0.24,-0.313,164.917,0.961,0.486
PAK,Pakistan,175526000.0,2009,155.219,0.884,0.22699999999999998,-0.08800000000000001,163.375,0.9309999999999999,0.493
PAK,Pakistan,179424992.0,2010,154.145,0.8590000000000001,0.21,-0.6920000000000001,161.819,0.902,0.465
PAK,Pakistan,183340000.0,2011,154.659,0.8440000000000001,0.192,0.33299999999999996,162.639,0.887,0.452
PAK,Pakistan,187280000.0,2012,153.876,0.8220000000000001,0.184,-0.506,165.385,0.883,0.44299999999999995
PLW,Palau,19000.0,2007,,,,,,,
PLW,Palau,19000.0,2008,,,,,,,
PLW,Palau,18000.0,2009,,,,,,,
PLW,Palau,18000.0,2010,,,,,,,
PLW,Palau,18000.0,2011,,,,,,,
PLW,Palau,18000.0,2012,,,,,,,
PSE,Palestine,3756000.0,2007,2.323,0.618,0.17,2.589,,,0.006999999999999999
PSE,Palestine,3857000.0,2008,2.052,0.532,0.139,-11.672,,,0.006
PSE,Palestine,3958000.0,2009,2.088,0.528,0.131,1.786,,,0.006999999999999999
PSE,Palestine,4056000.0,2010,2.0340000000000003,0.501,0.11800000000000001,-2.6319999999999997,,,0.006
PSE,Palestine,4150000.0,2011,2.246,0.541,0.11599999999999999,10.45,,,0.006999999999999999
PSE,Palestine,4242000.0,2012,2.198,0.518,0.107,-2.121,,,0.006
PAN,Panama,3454000.0,2007,7.196000000000001,2.083,0.168,-2.318,0.905,0.262,0.023
PAN,Panama,3516000.0,2008,7.314,2.08,0.159,1.63,5.3260000000000005,1.515,0.023
PAN,Panama,3579000.0,2009,8.419,2.352,0.175,15.119000000000002,17.476,4.883,0.027000000000000003
PAN,Panama,3643000.0,2010,9.073,2.49,0.175,7.76,25.028000000000002,6.87,0.027000000000000003
PAN,Panama,3706000.0,2011,9.952,2.685,0.172,9.693,14.845999999999998,4.006,0.028999999999999998
PAN,Panama,3771000.0,2012,9.767999999999999,2.59,0.154,-1.854,27.291999999999998,7.237,0.027999999999999997
PNG,Papua New Guinea,6809000.0,2007,6.115,0.898,,42.043,,,0.02
PNG,Papua New Guinea,6976000.0,2008,4.793,0.687,,-21.63,,,0.015
PNG,Papua New Guinea,7145000.0,2009,5.0889999999999995,0.7120000000000001,,6.193,,,0.016
PNG,Papua New Guinea,7311000.0,2010,4.6610000000000005,0.637,,-8.423,,,0.013999999999999999
PNG,Papua New Guinea,7472000.0,2011,5.225,0.6990000000000001,,12.107999999999999,,,0.015
PNG,Papua New Guinea,7631000.0,2012,4.976,0.652,,-4.77,,,0.013999999999999999
PRY,Paraguay,5998000.0,2007,4.042,0.674,0.114,3.3989999999999996,6.399,1.067,0.013000000000000001
PRY,Paraguay,6081000.0,2008,4.2780000000000005,0.703,0.115,5.849,8.046,1.3230000000000002,0.013000000000000001
PRY,Paraguay,6164000.0,2009,4.532,0.735,0.114,5.9270000000000005,7.221,1.171,0.013999999999999999
PRY,Paraguay,6248000.0,2010,5.022,0.804,0.115,10.82,8.81,1.41,0.015
PRY,Paraguay,6334000.0,2011,5.199,0.821,0.109,3.523,8.788,1.3869999999999998,0.015
PRY,Paraguay,6422000.0,2012,5.172999999999999,0.8059999999999999,0.105,-0.489,9.038,1.4069999999999998,0.015
PER,Peru,28333000.0,2007,34.524,1.218,0.161,22.153000000000002,37.442,1.3219999999999998,0.11
PER,Peru,28562000.0,2008,40.669000000000004,1.4240000000000002,0.17300000000000001,17.801,49.013000000000005,1.716,0.127
PER,Peru,28793000.0,2009,51.207,1.778,0.21600000000000003,25.910999999999998,51.698,1.796,0.163
PER,Peru,29028000.0,2010,57.151,1.969,0.212,11.606,60.698,2.0909999999999997,0.172
PER,Peru,29264000.0,2011,48.958999999999996,1.673,0.16699999999999998,-14.334000000000001,55.458,1.895,0.14300000000000002
PER,Peru,29507000.0,2012,54.156000000000006,1.835,0.174,10.615,62.533,2.119,0.156
PHL,Philippines,89405000.0,2007,70.764,0.792,0.162,6.377000000000001,90.87,1.016,0.226
PHL,Philippines,90902000.0,2008,77.3,0.85,0.166,9.236,100.13,1.102,0.242
PHL,Philippines,92414000.0,2009,76.493,0.828,0.157,-1.045,95.819,1.037,0.243
PHL,Philippines,93967000.0,2010,82.95100000000001,0.883,0.154,8.443999999999999,104.544,1.113,0.25
PHL,Philippines,95570000.0,2011,83.744,0.8759999999999999,0.14300000000000002,0.955,107.027,1.12,0.245
PHL,Philippines,97213000.0,2012,88.40700000000001,0.909,0.145,5.568,114.585,1.179,0.254
POL,Poland,38353000.0,2007,336.36800000000005,8.77,0.513,-0.198,315.61,8.229,1.075
POL,Poland,38357000.0,2008,330.145,8.607000000000001,0.485,-1.85,318.914,8.314,1.033
POL,Poland,38352000.0,2009,316.608,8.255,0.433,-4.1,302.778,7.895,1.006
POL,Poland,38330000.0,2010,334.60699999999997,8.73,0.423,5.685,320.248,8.355,1.01
POL,Poland,38287000.0,2011,333.952,8.722000000000001,0.396,-0.196,322.687,8.427999999999999,0.976
POL,Poland,38227000.0,2012,326.348,8.537,0.36700000000000005,-2.2769999999999997,314.357,8.222999999999999,0.9390000000000001
PRT,Portugal,10573000.0,2007,62.28,5.891,0.23800000000000002,-3.84,74.925,7.086,0.19899999999999998
PRT,Portugal,10595000.0,2008,59.973,5.6610000000000005,0.23199999999999998,-3.705,73.096,6.899,0.188
PRT,Portugal,10604000.0,2009,57.2,5.394,0.217,-4.623,66.703,6.29,0.182
PRT,Portugal,10596000.0,2010,52.989,5.001,0.19699999999999998,-7.362,64.729,6.109,0.16
PRT,Portugal,10569000.0,2011,51.793,4.9,0.196,-2.258,62.298,5.894,0.151
PRT,Portugal,10526000.0,2012,49.963,4.747,0.18600000000000003,-3.533,57.097,5.4239999999999995,0.14400000000000002
QAT,Qatar,1218000.0,2007,62.898999999999994,51.641999999999996,0.449,-0.47,34.476,28.305,0.201
QAT,Qatar,1437000.0,2008,64.257,44.716,0.34,2.158,39.699,27.625999999999998,0.201
QAT,Qatar,1655000.0,2009,68.597,41.448,0.408,6.754,45.482,27.482,0.218
QAT,Qatar,1856000.0,2010,71.92,38.75,0.354,4.843999999999999,42.188,22.730999999999998,0.217
QAT,Qatar,2036000.0,2011,79.648,39.12,0.28800000000000003,10.745,36.117,17.739,0.233
QAT,Qatar,2196000.0,2012,92.303,42.033,0.313,15.89,45.538000000000004,20.737,0.266
ROU,Romania,21034000.0,2007,108.44,5.155,0.361,3.195,113.448,5.394,0.34700000000000003
ROU,Romania,20830000.0,2008,105.535,5.066,0.306,-2.68,115.103,5.526,0.33
ROU,Romania,20638000.0,2009,86.024,4.168,0.248,-18.487000000000002,90.09700000000001,4.3660000000000005,0.273
ROU,Romania,20472000.0,2010,84.29,4.117,0.23399999999999999,-2.016,90.289,4.41,0.254
ROU,Romania,20337000.0,2011,89.51799999999999,4.402,0.23800000000000002,6.202999999999999,92.994,4.573,0.262
ROU,Romania,20227000.0,2012,86.256,4.263999999999999,0.212,-3.645,87.428,4.322,0.248
RUS,Russia,143266000.0,2007,1604.3239999999998,11.198,0.627,-0.124,,,5.127000000000001
RUS,Russia,143248992.0,2008,1636.694,11.425999999999998,0.57,2.0180000000000002,,,5.122999999999999
RUS,Russia,143327008.0,2009,1528.765,10.665999999999999,0.597,-6.593999999999999,,,4.859
RUS,Russia,143479008.0,2010,1612.885,11.241,0.5539999999999999,5.502000000000001,,,4.868
RUS,Russia,143703008.0,2011,1664.953,11.585999999999999,0.501,3.228,,,4.867
RUS,Russia,143994000.0,2012,1679.866,11.665999999999999,0.491,0.8959999999999999,,,4.833
RWA,Rwanda,9274000.0,2007,0.542,0.057999999999999996,0.055999999999999994,5.396,0.542,0.057999999999999996,0.002
RWA,Rwanda,9525000.0,2008,0.528,0.055,0.047,-2.6489999999999996,0.528,0.055,0.002
RWA,Rwanda,9783000.0,2009,0.5579999999999999,0.057,0.045,5.767,0.5579999999999999,0.057,0.002
RWA,Rwanda,10039000.0,2010,0.573,0.057,0.042,2.7119999999999997,0.573,0.057,0.002
RWA,Rwanda,10293000.0,2011,0.647,0.063,0.044000000000000004,12.84,0.647,0.063,0.002
RWA,Rwanda,10550000.0,2012,0.718,0.068,0.045,11.040999999999999,0.718,0.068,0.002
SHN,Saint Helena,5000.0,2007,0.011000000000000001,2.198,,,,,0.0
SHN,Saint Helena,5000.0,2008,0.011000000000000001,2.198,,,,,0.0
SHN,Saint Helena,5000.0,2009,0.011000000000000001,2.198,,,,,0.0
SHN,Saint Helena,5000.0,2010,0.011000000000000001,2.198,,,,,0.0
SHN,Saint Helena,5000.0,2011,0.011000000000000001,2.198,,,,,0.0
SHN,Saint Helena,5000.0,2012,0.011000000000000001,2.198,,,,,0.0
KNA,Saint Kitts and Nevis,48000.0,2007,0.21600000000000003,4.504,,7.273,,,0.001
KNA,Saint Kitts and Nevis,48000.0,2008,0.21600000000000003,4.504,,,,,0.001
KNA,Saint Kitts and Nevis,49000.0,2009,0.22399999999999998,4.561,,3.39,,,0.001
KNA,Saint Kitts and Nevis,49000.0,2010,0.22,4.487,,-1.639,,,0.001
KNA,Saint Kitts and Nevis,49000.0,2011,0.231,4.711,,5.0,,,0.001
KNA,Saint Kitts and Nevis,50000.0,2012,0.22,4.397,,-4.762,,,0.001
LCA,Saint Lucia,168000.0,2007,0.293,1.745,0.235,-20.0,,,0.001
LCA,Saint Lucia,170000.0,2008,0.3,1.767,0.203,2.5,,,0.001
LCA,Saint Lucia,172000.0,2009,0.33,1.9169999999999998,0.2,9.756,,,0.001
LCA,Saint Lucia,174000.0,2010,0.366,2.106,0.27,11.110999999999999,,,0.001
LCA,Saint Lucia,176000.0,2011,0.33299999999999996,1.8940000000000001,0.201,-9.0,,,0.001
LCA,Saint Lucia,177000.0,2012,0.33,1.8630000000000002,0.207,-1.099,,,0.001
SPM,Saint Pierre and Miquelon,6000.0,2007,0.066,10.992,,,,,0.0
SPM,Saint Pierre and Miquelon,6000.0,2008,0.066,10.992,,,,,0.0
SPM,Saint Pierre and Miquelon,6000.0,2009,0.066,10.992,,,,,0.0
SPM,Saint Pierre and Miquelon,6000.0,2010,0.07,11.603,,5.556,,,0.0
SPM,Saint Pierre and Miquelon,6000.0,2011,0.07,11.603,,,,,0.0
SPM,Saint Pierre and Miquelon,6000.0,2012,0.07,11.603,,,,,0.0
VCT,Saint Vincent and the Grenadines,109000.0,2007,0.26,2.387,,20.339000000000002,,,0.001
VCT,Saint Vincent and the Grenadines,108000.0,2008,0.191,1.764,,-26.761,,,0.001
VCT,Saint Vincent and the Grenadines,108000.0,2009,0.311,2.884,,63.461999999999996,,,0.001
VCT,Saint Vincent and the Grenadines,108000.0,2010,0.22,2.036,,-29.412,,,0.001
VCT,Saint Vincent and the Grenadines,108000.0,2011,0.198,1.8319999999999999,,-10.0,,,0.001
VCT,Saint Vincent and the Grenadines,108000.0,2012,0.253,2.3409999999999997,,27.778000000000002,,,0.001
WSM,Samoa,182000.0,2007,0.172,0.946,,4.444,,,0.001
WSM,Samoa,183000.0,2008,0.18,0.981,,4.255,,,0.001
WSM,Samoa,185000.0,2009,0.187,1.01,,4.082,,,0.001
WSM,Samoa,186000.0,2010,0.187,1.005,,,,,0.001
WSM,Samoa,187000.0,2011,0.20199999999999999,1.078,,7.843,,,0.001
WSM,Samoa,189000.0,2012,0.198,1.047,,-1.818,,,0.001
STP,Sao Tome and Principe,166000.0,2007,0.084,0.508,0.209,,,,0.0
STP,Sao Tome and Principe,171000.0,2008,0.084,0.493,0.198,,,,0.0
STP,Sao Tome and Principe,176000.0,2009,0.092,0.52,0.22,8.696,,,0.0
STP,Sao Tome and Principe,180000.0,2010,0.099,0.55,0.19,8.0,,,0.0
STP,Sao Tome and Principe,185000.0,2011,0.10300000000000001,0.555,0.179,3.7039999999999997,,,0.0
STP,Sao Tome and Principe,188000.0,2012,0.114,0.604,0.18100000000000002,10.714,,,0.0
SAU,Saudi Arabia,25185000.0,2007,386.50699999999995,15.347000000000001,0.45,-10.384,373.894,14.845999999999998,1.235
SAU,Saudi Arabia,25889000.0,2008,432.336,16.7,0.41200000000000003,11.857000000000001,416.412,16.085,1.3530000000000002
SAU,Saudi Arabia,26630000.0,2009,465.844,17.493,0.5,7.75,458.474,17.215999999999998,1.4809999999999999
SAU,Saudi Arabia,27421000.0,2010,517.716,18.88,0.475,11.135,508.191,18.533,1.5630000000000002
SAU,Saudi Arabia,28268000.0,2011,497.659,17.605,0.363,-3.8739999999999997,487.449,17.244,1.455
SAU,Saudi Arabia,29155000.0,2012,563.179,19.317,0.38799999999999996,13.165999999999999,542.563,18.61,1.62
SEN,Senegal,11687000.0,2007,4.863,0.41600000000000004,0.195,9.985,6.877999999999999,0.588,0.016
SEN,Senegal,12005000.0,2008,4.739,0.395,0.187,-2.555,7.127000000000001,0.594,0.015
SEN,Senegal,12335000.0,2009,4.713,0.382,0.174,-0.5489999999999999,6.307,0.511,0.015
SEN,Senegal,12678000.0,2010,7.28,0.574,0.256,54.467,8.412,0.664,0.022000000000000002
SEN,Senegal,13034000.0,2011,7.819,0.6,0.268,7.407,9.174,0.7040000000000001,0.023
SEN,Senegal,13402000.0,2012,7.3629999999999995,0.5489999999999999,0.242,-5.837999999999999,9.504,0.7090000000000001,0.021
SRB,Serbia,9101000.0,2007,59.63,6.5520000000000005,0.622,-2.023,,,0.191
SRB,Serbia,9060000.0,2008,51.68,5.704,0.488,-13.332,,,0.162
SRB,Serbia,9023000.0,2009,45.858000000000004,5.082,0.429,-11.265,,,0.146
SRB,Serbia,8991000.0,2010,45.696000000000005,5.082,0.42700000000000005,-0.353,,,0.138
SRB,Serbia,8964000.0,2011,48.957,5.462000000000001,0.441,7.135,,,0.14300000000000002
SRB,Serbia,8940000.0,2012,43.724,4.891,0.374,-10.687999999999999,,,0.126
SYC,Seychelles,90000.0,2007,0.6409999999999999,7.124,0.315,-12.5,,,0.002
SYC,Seychelles,90000.0,2008,0.6920000000000001,7.694,0.436,8.0,,,0.002
SYC,Seychelles,91000.0,2009,0.524,5.757999999999999,0.249,-24.339000000000002,,,0.002
SYC,Seychelles,91000.0,2010,0.44299999999999995,4.872,0.254,-15.385,,,0.001
SYC,Seychelles,92000.0,2011,0.326,3.545,0.17,-26.445999999999998,,,0.001
SYC,Seychelles,93000.0,2012,0.42100000000000004,4.531000000000001,0.214,29.213,,,0.001
SLE,Sierra Leone,5990000.0,2007,0.517,0.086,0.094,-16.070999999999998,,,0.002
SLE,Sierra Leone,6134000.0,2008,0.535,0.087,0.09,3.5460000000000003,,,0.002
SLE,Sierra Leone,6273000.0,2009,0.535,0.085,0.083,,,,0.002
SLE,Sierra Leone,6416000.0,2010,0.575,0.09,0.084,7.534,,,0.002
SLE,Sierra Leone,6563000.0,2011,0.7440000000000001,0.113,0.094,29.299,,,0.002
SLE,Sierra Leone,6713000.0,2012,0.861,0.128,0.099,15.764000000000001,,,0.002
SGP,Singapore,4579000.0,2007,47.518,10.377,0.161,10.392999999999999,108.34100000000001,23.66,0.152
SGP,Singapore,4776000.0,2008,57.571999999999996,12.055,0.231,21.158,118.666,24.846,0.18
SGP,Singapore,4967000.0,2009,90.098,18.139,0.349,56.495,110.802,22.308000000000003,0.28600000000000003
SGP,Singapore,5131000.0,2010,56.62,11.035,0.17800000000000002,-37.157,114.69200000000001,22.353,0.171
SGP,Singapore,5264000.0,2011,30.272,5.751,0.09300000000000001,-46.535,109.07799999999999,20.721,0.08800000000000001
SGP,Singapore,5369000.0,2012,48.145,8.967,0.145,59.041000000000004,121.581,22.645,0.139
SXM,Sint Maarten (Dutch part),33000.0,2007,0.6759999999999999,20.482,,12.577,,,0.002
SXM,Sint Maarten (Dutch part),33000.0,2008,0.65,19.701,,-3.815,,,0.002
SXM,Sint Maarten (Dutch part),34000.0,2009,0.665,19.565,,2.323,,,0.002
SXM,Sint Maarten (Dutch part),34000.0,2010,0.45799999999999996,13.477,,-31.119,,,0.001
SXM,Sint Maarten (Dutch part),35000.0,2011,0.585,16.702,,27.572,,,0.002
SXM,Sint Maarten (Dutch part),36000.0,2012,0.696,19.338,,19.093,,,0.002
SVK,Slovakia,5399000.0,2007,41.095,7.612,0.374,-3.73,48.448,8.974,0.131
SVK,Slovakia,5399000.0,2008,41.503,7.687,0.355,0.993,51.955,9.623,0.13
SVK,Slovakia,5401000.0,2009,37.755,6.99,0.325,-9.031,46.606,8.629,0.12
SVK,Slovakia,5404000.0,2010,38.523,7.129,0.318,2.035,48.721000000000004,9.016,0.11599999999999999
SVK,Slovakia,5409000.0,2011,38.111999999999995,7.046,0.315,-1.068,49.653999999999996,9.18,0.111
SVK,Slovakia,5415000.0,2012,36.021,6.652,0.29,-5.486000000000001,45.966,8.488999999999999,0.10400000000000001
SVN,Slovenia,2012000.0,2007,17.281,8.589,0.33299999999999996,0.8079999999999999,21.699,10.785,0.055
SVN,Slovenia,2023000.0,2008,18.22,9.006,0.33,5.434,22.447,11.095999999999998,0.057
SVN,Slovenia,2034000.0,2009,16.33,8.027999999999999,0.309,-10.374,19.812,9.741,0.052000000000000005
SVN,Slovenia,2043000.0,2010,16.375999999999998,8.016,0.313,0.28600000000000003,20.909000000000002,10.235,0.049
SVN,Slovenia,2051000.0,2011,16.36,7.977,0.308,-0.099,22.936999999999998,11.183,0.048
SVN,Slovenia,2058000.0,2012,15.822000000000001,7.688,0.297,-3.292,19.753,9.597999999999999,0.046
SLB,Solomon Islands,492000.0,2007,0.3,0.611,,3.7969999999999997,,,0.001
SLB,Solomon Islands,503000.0,2008,0.308,0.612,,2.439,,,0.001
SLB,Solomon Islands,515000.0,2009,0.319,0.619,,3.571,,,0.001
SLB,Solomon Islands,528000.0,2010,0.33,0.625,,3.448,,,0.001
SLB,Solomon Islands,542000.0,2011,0.344,0.635,,4.444,,,0.001
SLB,Solomon Islands,556000.0,2012,0.348,0.626,,1.064,,,0.001
SOM,Somalia,11080000.0,2007,0.608,0.055,,2.469,,,0.002
SOM,Somalia,11397000.0,2008,0.601,0.053,,-1.205,,,0.002
SOM,Somalia,11718000.0,2009,0.597,0.051,,-0.61,,,0.002
SOM,Somalia,12044000.0,2010,0.612,0.051,,2.454,,,0.002
SOM,Somalia,12376000.0,2011,0.612,0.049,,,,,0.002
SOM,Somalia,12715000.0,2012,0.608,0.048,,-0.599,,,0.002
ZAF,South Africa,49120000.0,2007,464.8,9.463,0.83,4.07,328.744,6.693,1.485
ZAF,South Africa,49779000.0,2008,494.642,9.937000000000001,0.865,6.42,328.284,6.595,1.548
ZAF,South Africa,50477000.0,2009,502.259,9.95,0.902,1.54,349.82099999999997,6.93,1.5959999999999999
ZAF,South Africa,51217000.0,2010,466.93,9.117,0.809,-7.034,329.589,6.435,1.409
ZAF,South Africa,52004000.0,2011,473.949,9.113999999999999,0.778,1.5030000000000001,331.037,6.3660000000000005,1.385
ZAF,South Africa,52833000.0,2012,461.139,8.728,0.7490000000000001,-2.7030000000000003,331.954,6.2829999999999995,1.327
,South America,,2007,905.885,2.383,0.22,1.954,,,2.895
,South America,,2008,974.0139999999999,2.535,0.215,7.521,,,3.049
